序号,单词,词性、词义,词义,,,
1930,hall,n.穿堂;门厅;大厅;礼堂;会堂;办公大楼,,,,
1931,ham,n.火腿;无线电收发报业余爱好者,,,,
1932,hamburger,n.汉堡包(即面包夹煎牛肉饼),,,,
1933,hammer,n.锤子;(钢琴等的)音锤,v.敲;锤打,,,
1934,hand,n.手;人手;雇员;专门业人员;指针,v.交,,,
1935,handbag,n.(女用)手提包;(旅行用)手提包,,,,
1936,handful,n.一把;一小撮;少数;少量,,,,
1937,handkerchief,n.手帕,,,,
1938,handle,n.把手;手柄;拉手,vt.触;摸;操纵;处理,,,
1940,happiness,n.幸福感;快乐;幸运,,,,
1941,harm,n.伤害;损害,vt.损害;伤害,,,
1942,hat,n.帽子(一般指有边的帽子),,,,
1943,hawk,n.鹰;隼;“鹰派”人物vt.叫卖;兜售,,,,
1944,hay,n.(用作饲料的)干草,,,,
1945,head,n.头;顶部;领导;首脑,v.主管;位于…顶部,,,
1946,headache,n.头痛;使人头痛的事,,,,
1947,headline,n.(报刊的)大字标题;[pl.]新闻提要,,,,
1948,headmaster,n.(英国的)中小学校长,,,,
1949,headteacher,n.中小学班主任,,,,
1950,health,n.健康(状况);卫生;保健,,,,
1951,hearing,n.听力;听力所及距离;被听到机会;审讯,,,,
1952,heart,n.心(脏);内心;感情;热忱;中心;要点,,,,
1953,heat,n.热量;体温;热烈,vt.(使)变热;加热,,,
1954,heaven,n.天堂;天国;天;天空;[H-]上帝;神,,,,
1955,height,n.高;高度;身高;[pl.]高处;高地;顶点,,,,
1956,helicopter,n.直升(飞)机,,,,
1957,hen,n.母鸡;雌禽,,,,
1958,hero,n.英雄;勇士;男主角;男主人公,,,,
1959,hibernation,n.冬眠,,,,
1960,hill,n.小山;山岗;高地;[pl.]丘陵(地带),,,,
1961,hire,n.雇用;租用;租金;工资,vt.雇用;租用,,,
1962,history,n.历史;史学;历史书;履历;病历;病史,,,,
1963,hive,n.蜂箱;蜂房;拥挤喧闹的地方,,,,
1964,hobby,n.(业余)爱好;嗜好(不包括阅读等),,,,
1965,hole,n.洞;孔眼;洞穴;窘境;漏洞;缺陷,,,,
1966,holiday,n.假日;节日;假期;休假,,,,
1967,homeland,n.家园;祖国,,,,
1968,hometown,n.家乡;诞生的故乡,,,,
1969,homework,n.(学生的)家庭作业、课外人员,,,,
1970,honesty,n.诚实;正直;坦率;真诚,,,,
1971,honey,n.蜂蜜;甜蜜;[常作爱称]宝贝儿;亲爱的,,,,
1972,honeycomb,n.蜜蜂窝;蜂窝状物,,,,
1973,hook,n.钩;(拳击中的)空勾拳,vt.钩;钩住,,,
1974,hope,n.希望;期望;希望的人或事,v.希望;期望,,,
1975,horse,n.马;跳马;鞍马,v.骑马,,,
1976,horseback,n.马背,,,,
1977,hospital,n.医院;大型医院,,,,
1978,host,n.主人;东道主;节目主持人;大堆;许多,,,,
1979,hotdog,n.热狗(面包),,,,
1980,hotel,n.旅馆;,,,,
1981,hour,n.小时;钟点;时刻;课时;工作时间,,,,
1982,house,n.房屋;商业机构;[H-]议院,v.给…房子住,,,
1983,housewife,n.(pl.)housewives家庭主妇,,,,
1984,housework,n.家务;家事(不可数),,,,
1985,housing,n.住房;住房供给;(外、阀)壳;防护罩,,,,
1986,howl,n.怒吼;嗥叫,vi.(风等)怒吼;咆哮,,,
1987,humour,n.幽默;诙谐 (=humor),,,,
1988,hunger,n.饥饿;渴望,"vi.(for;after)渴望;渴求""",,,
1989,hunt,n./v.打猎;搜寻;驱逐;追逐;追捕,,,,
1990,husband,n.丈夫,,,,
1991,ice,n.冰;冰冻甜食,vt.冰冻;使成冰,,,
1992,iceberg,n.冰山;浮冰,,,,
1993,ice-cream,n.冰淇淋,,,,
1994,idea,n.想法;念头;概念;观念;意见;主意,,,,
1995,idiom,n.习语;成语;(艺术等的)风格;特色,,,,
1996,illness,n.身体不适;病;疾病,,,,
1997,imagination,n.想象(力);空想;幻觉;想象出来的事物,,,,
1998,imperialism,n.帝国主义,,,,
1999,imperialist,n.帝国主义者,,,,
2000,importance,n.重要性;重大;价值,,,,
2001,impression,n.印象;感觉;印记;压痕,,,,
2002,improvement,n.改进;增进;改进之处;改善的地方,,,,
2003,inch,n.英寸;少量;短距离v.(使)缓慢地移动,,,,
2004,incident,n.暴力事件;事变;(小说;戏剧等中的)事件,,,,
2005,income,n.所得报酬;收益;收入,,,,
2006,independence,n.独立;自主;自立,,,,
2007,India,n.印度[亚洲],,,,
2008,industry,n.工业;产业;勤劳;勤奋;工业界,,,,
2009,infinitive,n.(动词)不定式,,,,
2010,information,n.通知;报告;情报;资料;消息;信息,,,,
2011,injury,n.(对生物的)伤害;损害,,,,
2012,ink,n.墨水;油墨,,,,
2013,insect,n.昆虫;虫;可鄙的人,,,,
2014,institute,n.学会;学院;研究所,vt.建立;创立;制定,,,
2015,institution,n.(教育、慈善、宗教性质的)社会公共机构,,,,
2016,instruction,n.教学;教导;(pl.)命令;批示;用法说明,,,,
2017,instrument,n.工具;仪器;器械;乐器,,,,
2018,interest,n.兴趣;利息;影响;[pl.]利益,,,,
2019,internet,n.[the～]国际互联网;因特网,,,,
2020,interruption,n.打断;插话;中止;中断,,,,
2021,interview,n.接见;会见;面谈;面试,v.接见;会见,,,
2022,introduction,n.(to)介绍;传入;引进;导言;导论;绪论,,,,
2023,invention,n.发明(物);捏造;发明(创造)的才能,,,,
2024,inversion,n.反向;倒转;倒置,,,,
2025,invitation,n.邀请;邀请书;请柬;鼓励;激起;引发,,,,
2027,iron,n.铁;熨斗;手铐,v.烫(衣),a.刚强的,,
2028,irrigation,n.灌溉;冲洗法,,,,
2029,island,n.岛;岛屿;(道路上的)交通安全岛,,,,
2030,Italy,n.意大利(欧洲),,,,
2031,jacket,n.短大衣;夹克;马铃薯皮,,,,
2032,January,n.一月;正月,,,,
2033,Japan,n.日本;日本国,,,,
2034,Japanese,n.日本人;日语;日文,a.日本的;日本语的,,,
2035,jazz,n.爵士乐(一种美国音乐),,,,
2036,jeep,n.吉普车;(军士)小型越野汽车,,,,
2037,jet,n.喷气(发动机;飞机);喷射;喷口,vi.喷射,,,
2038,Jew,n.犹太人,,,,
2039,jewel,n.(镶有宝石的)装饰品,,,,
2040,jewellery,n.[总称]珠宝;珠宝饰物 (=jewelery),,,,
2041,job,n.工作;职位;零活;一件工作;任务;职责,,,,
2042,joke,n.笑话;玩笑,vi.说笑话;开玩笑,,,
2043,journalist,n.(报纸;期刊;杂志)记者,,,,
2044,journey,n.(尤指从一地到另一地的陆上)旅行,,,,
2045,joy,n.欢乐;喜悦;乐趣;乐事,,,,
2046,judge,n.法官;裁判;鉴赏家,v.判断;裁决;审判,,,
2047,judgement,n.审判;判决;判断力;识别力;意见;判断,,,,
2048,juice,n.(水果、蔬菜、肉等的)汁;果汁,,,,
2049,jumper,n.跳跃者;跳高运动员,,,,
2050,jungle,n.丛林;激烈的竞争场合,a.丛林的;蛮荒的,,,
2051,justice,n.正义;公平;司法;法律制裁,,,,
2052,kangaroo,n.袋鼠(产于澳洲的草食哺乳动物),,,,
2053,keeper,n.管理人;看守人;看护人;饲养员,,,,
2056,key,n.钥匙;答案;关键;键,a.主要的;关键的,,,
2057,keyboard,n.键盘,vt.用键盘输入(信息),,,
2058,Kg,n.=kilogram(me)公斤;千克,,,,
2059,kick,n./v.踢;踢腿;蹬;反冲,,,,
2060,kilo,n.千克;公斤 (=kilogram/kilogramme),,,,
2061,kilogram,n.千克;公斤[=kilogramme] (略作kg.),,,,
2062,kilometre,n.=kilometer 公里;千米(略作km),,,,
2063,kindergarten,n.幼儿园,,,,
2064,kindness,n.亲切;仁慈;好意;仁慈(好心)的行为,,,,
2065,king,n.君主;国王;大王,,,,
2066,kingdom,n.王国;领域;管辖范围,,,,
2067,kitchen,n.厨房;全套炊具,,,,
2068,kite,n.风筝;空头支票,,,,
2069,knee,n.膝盖;(坐姿时)腿部,,,,
2070,knife,n.刀;小刀;餐刀,v.用刀切;用匕首刺,,,
2071,knock,n.敲;敲打;碰撞,v.敲;打;碰;撞击,,,
2072,know-all,n.自称无所不知的人,,,,
2073,knowledge,n.知识;学识;学问;知晓;了解,,,,
2074,lab,n.实验室,,,,
2075,labor,n.工作;劳动;劳力,v.劳动;苦干(=labour),,,
2076,laboratory,n.实验室;研究室 (=lab),,,,
2077,labourer,n.体力劳动者;劳工;苦力,,,,
2078,lack,n.not have;have less than enough of,,,,
2079,ladder,n.梯子;阶梯;途径,,,,
2080,lady,n.女士;夫人;小姐;举止文雅的女子;淑女,,,,
2081,lake,n.湖泊;湖水,,,,
2082,lamb,n.小羊;温顺的人;性情温存的人,,,,
2083,lamp,n.灯;灯泡;电子管,,,,
2084,land,n.陆地;土地;国家v.(使)靠岸(登陆;降落),,,,
2085,language,n.言辞(不可数);语言(可数),,,,
2086,lap,n.(坐立时)大腿的前部;膝部;(跑道的)一圈,,,,
2087,laughter,n.笑声(不可数),,,,
2088,law,n.法(律;规;学);律师业;规律;定律,,,,
2089,lawyer,n.律师;法学家,,,,
2090,laziness,n.懒惰,,,,
2091,leader,n.领袖;领导人;畅销商品;先导指数(标),,,,
2092,leaf,n.(pl.)leaves叶(子);张;页;薄金属片,,,,
2093,league,n.联盟;同盟;(运动联赛的)联合会,,,,
2094,lecture,n.演讲;告诫,v.(向…发表)演讲;讲课,,,
2095,left,n.左面;左方,a.左边的;左面的;在左方的,,,
2097,leg,n.腿;腿部;支柱;(旅程的)一段;一站,,,,
2098,length,n.长;长度;一段;一节;程度;范围,,,,
2099,lesson,n.(功)课;一堂(节)课[pl.]课程;教训,,,,
2100,letter,n.信;函件;字母[pl.]文学;文化修养,,,,
2101,level,n.水平;水准;等级,v.弄平;铺平,a.水平的,,
2102,liberation,n.解放;释放;被释放,,,,
2103,librarian,n.图书管理员;图书馆馆长,,,,
2104,library,n.图书馆;藏书室;藏书;丛书;文库,,,,
2105,lid,n.(坛子、壶等)盖子,,,,
2106,life,n.生命;生存;一生;寿命;生活;生物,,,,
2107,lifeboat,n.救生(船)艇,,,,
2108,lifetime,n.一生;终生;寿命,,,,
2109,light,n.光;灯,v.点燃;照亮,a.轻(快);淡;明亮,,
2110,lightning,n.闪电,a.闪电般的;快速的,,,
2111,limit,n.限度;限制;[pl.]范围,vt.限制;限定,,,
2112,line,n.线;线条;界限;行;航线,v.排队;排列,,,
2113,lion,n.狮子;勇猛的人,,,,
2114,lip,n.唇;口缘;唇状构造,,,,
2115,liquid,n.液体a.液体的;液态的;清澈的;流畅的,,,,
2116,list,n.目录;名单;清单;货单,vt.列表;列举,,,
2117,listener,n.(收)听者;听众之一,,,,
2118,litre,n.升;公升(容量单位),,,,
2119,living-room,n.起居室;客堂间,,,,
2120,load,n.一包(洗的衣物);负载;负荷vt.装货(或人),,,,
2121,loaf,n.一条面包;块状食品,vi.游荡;闲逛,,,
2122,locust,n.蝗虫;洋槐;刺槐,,,,
2123,London,n.伦敦(位于英格兰东南部的一个港市),,,,
2124,lookout,n.监视;监视人;守望员,,,,
2125,lorry,n.(英)运货汽车;卡车,,,,
2126,loss,n.丧失;遗失;损失;损耗;亏损;失败,,,,
2127,lot,n.许多;大量;签;抽签;命运;场地,,,,
2128,loudspeaker,n.扬声器;扩音器,,,,
2129,love,n.爱;爱情;喜欢,vt.爱;热爱;爱好;喜欢,,,
2130,luck,n.运气;好运;侥幸,,,,
2131,luggage,n.行李;皮箱;皮包,,,,
2132,lunch,n.午餐;(美)便餐,,,,
2133,machine,n.机械;(政党的)核心机构,vt.用机械加工,,,
2134,madame,n.夫人;太太;女士(对妇女的尊称),,,,
2135,magazine,n.期刊;杂志;(枪上的)弹仓;弹盒,,,,
2136,magic,n.魔术;魔(魅)力;法术a.有魔力的;(似)魔术的,,,,
2137,maid,n.女仆;保姆;少女;年轻女子,,,,
2138,mail,n.(美)邮件;邮政(英多用post),vt.邮寄,,,
2139,mailbox,n.邮筒;邮箱(美语letter box),,,,
2140,mailman,n.邮递员(现在常改称mail carrier),,,,
2141,mainland,n.大陆;本土(相对半岛;小岛而言),,,,
2142,majority,n.多数;大半;多数党;多数派,,,,
2143,make,n.(产品)来源;制法,vt.制造;做成;准备,,,
2144,man,n.(pl.men)人;人类(单数;不加冠词);男人,,,,
2145,management,n.管理;经营;处理;管理部门;管理人员,,,,
2146,manager,n.经理;管理人;经纪人,,,,
2147,mankind,n.[用作单或复]人类,,,,
2148,manner,n.方式;方法;态度;举止;[pl.]礼貌;规矩,,,,
2149,map,n.地图;图vt.在地图上标示出;绘制地图,,,,
2150,marcher,n.游行者;行进者,,,,
2151,mark,n.斑点;记号,v.弄污;标志;(给试卷)打分,,,
2152,market,n.市场;集市;股市,,,,
2153,marketplace,n.集会场所;市场,,,,
2154,marriage,n.婚姻;婚姻生活;婚礼;密切结合,,,,
2155,Marxism,n.马克思主义,,,,
2156,mass,n.(大)团;块;群;大量;众多;(pl.)群众,,,,
2157,master,n.主人;能手;大师[M-]硕士,vt.精通;控制,,,
2158,mat,n.(花瓶、茶杯的)衬垫,,,,
2159,match,n.火柴;比赛;对手,v.与…相配;与…匹敌,,,
2160,material,n.材(原)料;素材;资料,a.物质的;实体的,,,
2161,mathematics,n.(通常作单数用)数学,,,,
2162,maths,n.(英式拼法)数学,,,,
2163,matter,n.事情;毛病;麻烦;物质,vi.要紧;有关系,,,
2164,maximum,n.最大限度;最大量;顶点,a.最高的;最大的,,,
2165,May,n.五月,,,,
2166,mayor,n.市长;镇长,,,,
2167,meal,n.膳食;一餐;一顿(饭);进餐;进餐时间,,,,
2168,meaning,n.意义;意思;含义;目的;重要性,,,,
2169,means,n.方式;方法;手段;工具(常用作单数),,,,
2170,meanwhile,n.其时;其间,ad.当时;与此同时,,,
2171,measure,n.分量;尺寸;[pl.]措施;办法,v.测量;量,,,
2172,meat,n.(猪、牛、羊等的)肉,,,,
2173,medal,n.奖牌;奖章;纪念章,,,,
2174,media,n.(复)宣传工具;新闻媒介,,,,
2175,medicine,n.内服药;医药;医术;医学;内科学,,,,
2176,meeting,n.会议;集合;汇合;会见;接见;汇合点,,,,
2177,member,n.成员;会员;社员,,,,
2178,memory,n.记忆;记忆力;回忆;怀念;存储(器),,,,
2179,menu,n.(餐厅等的)菜单,,,,
2180,merchant,n./v./a.商人;经商;商人的,,,,
2181,mercy,n.慈悲;仁慈;宽容;恩惠;幸运,,,,
2182,message,n.消息;音信;口信;便条;启示;要旨,,,,
2183,metal,n.金属;金属制品,a.金属制造的,,,
2184,method,n.方法;办法;秩序;条理;术法,,,,
2185,metre,n.米;公尺;仪表;计量器,,,,
2186,microcomputer,n.微型计算机;微机,,,,
2187,mid-autumn,n.中秋,,,,
2188,midday,n.正午;中午,a.正午的,,,
2189,middle,n.中间(部);中间物,a.中间的;中等(级)的,,,
2190,midnight,n.晚上十二点钟;午夜,,,,
2191,mile,n.英里;哩;海里,,,,
2192,milk,n.牛奶;(植物流出的)白色乳液,v.挤奶,,,
2193,millimetre,n.毫米;千分之一米,,,,
2194,millionaire,n./v.定金;存款;沉淀,,,,
2195,mind,n.脑子;意见;情绪,v.注意;介意;专心于,,,
2196,mineral,n.矿物;矿石,a.矿物的;矿质的,,,
2197,minister,n.部长;大臣;公使;外交使节;牧师,,,,
2198,minority,n.少数;少数派;少数民族,,,,
2199,minute,n.分;分钟;一会儿;片刻;(pl.)会议记录,,,,
2200,mirror,n.镜子,,,,
2201,Miss,n.小姐,vt.未击中;未看到;未赶上;惦念,,,
2202,miss,n.小姐,vt.未击中;未看到;未赶上;惦念,,,
2203,mistake,n.错误;过失,v.误解;弄错;(for)把…错认,,,
2204,misunderstanding,n.误解;误会;意见分歧;不和,,,,
2205,mixture,n.混合;混合比;混合物,,,,
2206,model,n.模型;原型;模特儿;模范;样式,vt.模仿,,,
2207,moment,n.片刻;瞬间;时刻;机会;时机,,,,
2208,money,n.货币;金钱;财富,,,,
2209,monitor,n.班长;监视(听)器,v.监视;监听;监控,,,
2210,monkey,n.猴子,v.乱弄;胡闹,,,
2211,monsieur,n.先生(法语),,,,
2212,month,n.月份;一个月的时间,,,,
2213,monument,n.纪念物;纪念碑;纪念馆;遗迹,,,,
2214,moon,n.(加the)月球;月亮;卫星,,,,
2215,mooncake,n.月饼,,,,
2216,morning,n.早晨;上午,,,,
2217,mother,n.母亲;根源,vt.产生,,,
2218,motor,n.马达;电动机;汽车,a.机动的;汽车的,,,
2219,motto,n.座右铭;格言;题词,,,,
2220,mountain,n.山;高山;(pl.)山脉;大量,,,,
2221,mouse,n.老鼠;胆小怕事的人;鼠标 (pl.)mice,,,,
2222,moustache,n.髭;小胡子;(哺乳动物的)触须,,,,
2223,mouth,n.口;嘴,vt.说出;夸大地说,,,
2224,mouthful,n.满口;一口;少量,,,,
2225,movement,n.运动;活动;举动;迁移;(群众性)运动,,,,
2226,movie,n.电影;影片[the,pl.]电影院;电影业,,,
2227,Mr.,n.先生;(M-;放在姓氏前)…先生,,,,
2228,Mrs.,n.夫人(Mistress的缩略),,,,
2229,mud,n.泥;泥浆,v.弄脏;使沾污泥,,,
2230,mum,n.(儿语)妈妈;沉默,a.沉默的,,,
2231,mummy,n.木乃伊;妈咪(儿语),,,,
2232,murder,n.谋杀;谋杀罪,vt.谋杀;屠杀;破坏,,,
2233,murderer,n.谋杀犯;凶手,,,,
2234,museum,n.博物馆;[美]展览馆,,,,
2235,music,n.音乐;乐曲;乐谱,,,,
2236,musician,n.音乐家;乐师;作曲家,,,,
2237,mutton,n.羊肉,,,,
2238,nail,n.钉子;钉状物;指甲;爪,v.钉;钉牢,,,
2239,name,n.名字(称/声/义),vt.给…取名;列举;提名,,,
2240,nation,n.国家;国民;民族,,,,
2241,nationality,n.国籍;民族;族,,,,
2242,nature,n.自然(界);天性;特性;人体的本能,,,,
2243,navy,n.海军,,,,
2244,neck,n.颈;脖子;(衣服的)领圈;领口,,,,
2245,necklace,n.项链;项圈,,,,
2246,needle,n.针;针状物;注射针;编织针;唱针,,,,
2247,Negro,n.黑人,,,,
2248,neighbor,n.邻居,v.邻近;邻接,,,
2249,neighbourhood,n.地段;地区;四邻;邻近地;附近,,,,
2250,nephew,n.侄子;外甥,,,,
2251,nest,n.巢;窝;安逸的住所,v.筑巢,,,
2252,net,n.网;罗网;净数;净重,a.纯净的;实得的,,,
2253,network,n.网状系统;广播网;电视网;广播联播公司,,,,
2254,New Zealand,n.新西兰(大洋洲),,,,
2255,news,n.新闻;消息;新闻报道;新闻广播,,,,
2256,newspaper,n.报纸;新闻纸,,,,
2257,newsreel,n.新闻影片,,,,
2258,nicotine,n.[化]尼古丁;烟碱,,,,
2259,niece,n.侄女;外甥女,,,,
2260,night,n.夜间;夜;晚(上),,,,
2261,NO.,n.(缩)…号;号码;=number,,,,
2262,noise,n.声音;响声;喧哗声;响声;噪声,,,,
2263,noodle,n.(常用复数)面条,,,,
2264,noon,n.中午;正午;最高点;全盛期,,,,
2265,north,n.北(方);北部,ad.向北方,a.北方(部)的,,
2266,nose,n.鼻子;鼻状物;前端突出部vt.嗅(探)出,,,,
2267,note,n.笔记;便条;注释;钞票,vt.记下;注意到,,,
2268,notebook,n.笔记本;笔记本电脑;本子,,,,
2269,nothing,n.没有东西;什么也没有;无关紧要的人或事,,,,
2270,notice,n.通知;布告;注意;认识,vt.看到;注意到,,,
2271,noun,n.[语法]名词,,,,
2272,November,n.11月(月份名称大写),,,,
2273,number,n.数(目);号码;期,v.编号;加号码;总计,,,
2274,nurse,n.保姆;护士;保育员,v.护理;养育;喂奶,,,
2275,nut,n.坚果;果仁;螺母;螺帽;难对付的人(事),,,,
2276,object,n.物体;对象;目标;宾语,vi.反对;拒绝接受,,,
2277,ocean,n.洋;海洋;[pl.]大量;许多,,,,
2278,Oceania,n.大洋洲,,,,
2279,office,n.办公室;办事处;部;处;局;职务;公职,,,,
2280,officer,n.官员;办事员;工作人员;军官,,,,
2281,oil,n.油;石油,v.给…加润滑油;涂油;上油,,,
2282,onion,n.洋葱;洋葱类植物,,,,
2283,opening,n.最初;空地;洞;孔;通道;(职位的)空缺,,,,
2284,opera,n.歌剧(院),,,,
2285,operation,n.操作;经营;手术;(军事)行动;运算,,,,
2286,operator,n.操作员;话务员;报务员;(外科)手术员,,,,
2287,opinion,n.意见;看法;主张;舆论;(专家)鉴定,,,,
2288,orbit,n.轨道;眼窝;生活常规,v.环绕轨道运行,,,
2289,order,n.顺序;命令;订货单,vt.下令;点菜;订货,,,
2290,organization,n.组织;体制;团体;机构 (=organisation),,,,
2291,overcoat,n.外套;大衣,,,,
2292,owner,n.物主;业主;所有人,,,,
2293,ownership,n.拥有;所有权;所有制,,,,
2295,oxygen,n.[化]氧;氧气,,,,
2296,pace,n.一步;步幅;速度,v.踱步;用步子测量,,,
2297,Pacific,n.[the P-]太平洋,a.和平的;(P-)太平洋的,,,
2298,pack,n.包;捆;一批,v.包装;捆扎;塞满;挤满,,,
2299,package,n.包装/裹;箱;一揽子交易/计划/建议等,,,,
2300,packet,n.小包;小盒;包裹,v.打包;装行李;包装,,,
2301,paddle,n.(短)桨;涉水v.荡桨;涉水;用木板打,,,,
2302,page,n.页;张vt.(通过扩音器、传呼机等)呼叫,,,,
2303,pain,n.疼痛;痛;痛苦;悲痛;[pl.]辛苦;苦心,,,,
2304,paint,n.油漆;颜料,v.油漆;涂;画;描绘;描述,,,
2305,painter,n.油漆匠;画家;绘画者,,,,
2306,painting,n.(一幅)画;(绘画)艺术;(上)油漆;油漆业,,,,
2307,pair,n.一双(对;副);一对夫妇(情侣)v.(使)配对,,,,
2308,palace,n.宫;官殿;豪华住宅;大厦,,,,
2309,pancake,n.烘饼;烤薄饼,,,,
2310,panda,n.(大)猫熊;(大)猫熊,,,,
2311,panel,n.(门墙等的)镶板;嵌板;专门小组;控制板,,,,
2312,paper,n.纸;纸制品;报纸;(pl)文件;试卷;论文,,,,
2313,papers,n.(pl.)文件;论文,,,,
2314,paragraph,n.(文章)段落;节;(报刊上的)短文;短讯,,,,
2315,pardon,n.原谅;饶恕;对不起,v.饶恕;原谅;赦免,,,
2316,parent,n.父亲;母亲;动(植)物的母体;起源;根本,,,,
2317,Paris,n.巴黎(法国首都),,,,
2318,park,n.公园;停车场,v.停放(汽车等),,,
2319,parking,n.停车;停车处,,,,
2320,parrot,n.鹦鹉,n.鹦鹉学舌般地复述,,,
2321,part,n.部分;份儿;角色;零件,v.使分开;分离,,,
2322,participle,n.分词,,,,
2323,partner,n.配偶;搭档;伙伴;合伙人vt.做…的搭档,,,,
2324,party,n.社交聚会;宴会;党;政党;一组;一伙人,,,,
2325,passage,n.过道;(时间)流逝;(文章的)一节;一段,,,,
2326,passenger,n.乘客;旅客;过路人,,,,
2327,passer-by,n.过路人(复数passers-by),,,,
2328,passport,n.护照;通行证;执照,,,,
2329,path,n.小路;小径;路线;轨道;路程,,,,
2330,patience,n.忍耐(力);耐心;坚韧,,,,
2331,pattern,n.型;模式;样式;花样;图案,v.仿造;模仿,,,
2332,pause,n.中止;停顿;暂停,v.踌躇,[同]stop,,
2333,peace,n.和平;和睦;平静;安宁;安静,,,,
2334,peach,n.桃子;桃树;桃红色,,,,
2335,pear,n.梨子;梨树,,,,
2337,pen,n.钢笔;圆珠笔;围栏,,,,
2338,pence,n.便士(英国货币)的复数形式,,,,
2339,pencil,n.铅笔,vt.用铅笔写,,,
2340,penny,n.([复]pennies或pence)(英国货币单位)便士,,,,
2341,pension,n.养老金;退休金;抚恤金;津贴;补助金,,,,
2342,people,n.人们;人;[the-]人民;一国人民;民族,,,,
2343,percent,n./a.百分之一;(与基数词连用)百分之…的,,,,
2344,percentage,n.百分数;百分率;比例;部分,,,,
2345,performance,n.表演;演出;履行;执行;工作情况;表现,,,,
2346,performer,n.演出者;表演者;履行者;执行者,,,,
2347,period,n.一段时间;时期;学时;课时;周期;句点,,,,
2348,period,n.一段时间;时期;学时;课时;周期;句点,,,,
2349,person,n.人;喜欢(或适应)…的人;人物;人称,,,,
2350,pest,n.害虫;有害生物;讨厌的家伙,,,,
2351,pet,n.宠物;受宠的人,a.宠爱的;表示亲昵的,,,
2352,petrol,n.汽油,vt.加汽油,,,
2353,photo,n.[口]照片 (=photograph),,,,
2354,photographer,n.摄影师;摄影者,,,,
2355,phrase,n.短语;词组;用语vt.表达;叙述,,,,
2356,physicist,n.物理学家,,,,
2357,physics,n.物理;物理学,,,,
2359,pick,n.镐,v.挑选;选择;采;摘;剔除;剔去,,,
2360,picnic,n.野餐;郊游,vi.(去)野餐,,,
2361,picture,n.图画;照片;电影,vt.(生动地)描述;想象,,,
2362,pie,n.(用肉或水果做成的)馅饼,,,,
2363,piece,n.(一)件/片/篇;碎块;片断,vt.拼合;修补,,,
2364,pig,n.猪;猪肉;猪一般的人(指肮脏;贪吃的人),,,,
2365,pile,n.堆;叠;大量,v.堆;堆积;拥挤进(入),,,
2366,pill,n.药片;药丸,,,,
2367,pillow,n.枕头,v.枕;搁;垫,,,
2368,pilot,n.飞行员;引航员,vt.驾驶;引航a.试验性的,,,
2369,pin,n.大头针,vt.用别针别住;钉住;使不能行动,,,
2370,pine,n.松(树)vi.消瘦;衰弱;憔悴;思念,,,,
2371,pioneer,n.先驱者;创始人;开拓者vt.开拓(创),,,,
2372,pipe,n.管子;导管;烟斗;管乐器,v.用管道输送,,,
2373,pity,n.可怜;同情;遗憾的事;不幸的事,v.同情,,,
2374,place,n.地方;名次;地位;寓所,vt.放置;订(货),,,
2375,plan,n.计划;规划;平面图,vt.计划;规划;设计,,,
2376,plane,n.飞机;平面a.平的;平坦的,,,,
2377,plant,n.植物;作物;工厂;装置,v.栽种;播种,,,
2378,plastic,n.(pl.)塑料(制品),a.塑料(制)的;可塑的,,,
2379,plastics,n.塑料;塑料制品,,,,
2380,plate,n.金属板;盘子;盆子;板;钢板,v.(电)镀,,,
2381,platform,n.(平)台;月台;站台;讲台;政纲;党纲,,,,
2382,player,n.(球类)运动员;游戏的人;演员;演奏者,,,,
2383,playground,n.(学校的)操场;(儿童)游乐场,,,,
2385,pleasure,n.愉快;满足;乐事;乐趣;愿意;喜欢,,,,
2386,plenty,n.丰富;充足;大量,a.充足的;相当多的,,,
2387,plough,n.犁,v.犁;费力地前进,,,
2388,plug,n.插头v.把…的插头插上(与in连用),,,,
2389,pocket,n.口袋,a.袖珍的;小型的,vt.把…装入口袋,,
2390,poem,n.诗;韵文;诗体文,,,,
2391,poet,n.诗人,,,,
2392,poetry,n.诗;诗歌;韵文,,,,
2393,point,n.尖;点;小数点;条款;分数;要点;观点,,,,
2394,poison,n.毒物;毒药,vt.毒害;使中毒,a.有毒的,,
2395,pole,n.竿;柱;杆;(南、北)极;磁极;电极,,,,
2396,police,n.警察机关;公安部门,a.警察的,v.管辖,,
2397,policeman,n.警察(复数为policemen),,,,
2398,politician,n.政治家;,,,,
2399,politics,n.政治(学);政治活动;政见;政纲,,,,
2400,pollution,n.污染;污染物,,,,
2401,pool,n.水塘;游泳池;水池,vt.集中;共用;联营,,,
2402,population,n.人口;全体;总数;(人口的)聚居,,,,
2403,pork,n.猪肉,,,,
2404,porridge,n.(和牛奶或水煮成的)麦片粥,,,,
2405,port,n.港口;舱门;(船、飞机)左舷,[同]harbor,,,
2406,portrait,n.肖像;画像;生动的文字描绘,,,,
2407,position,n.位置;地位;职务;姿势;立场vt.安置,,,,
2408,possession,n.拥有;所有权;所有物;[pl.]财产,,,,
2409,possibility,n.[常用复数]发展前途;潜在价值;可能(性),,,,
2410,post,n.(支)柱;邮政;哨所;岗位,vt.贴出;邮寄,,,
2411,postcard,n.明信片,,,,
2412,postman,n.邮递员,,,,
2413,pot,n.锅,,,,
2414,potato,n.马铃薯;土豆,,,,
2415,pottery,n.陶器;陶器制造(术);陶器厂,,,,
2417,poverty,n.贫困,,,,
